Airport,DateTime,Type_METAR,Dewpoint_METAR (C),Temperature_METAR (C),Visibility_METAR (km),Ceiling_METAR (ft),Wind_speed_METAR (kt),Wind_direction_METAR (degrees),Weather_METAR ,Flight_category_METAR,Type_TAF,Visibility_TAF (km),Ceiling_TAF (ft),Wind_speed_TAF (kt),Wind_direction_TAF (ddegrees),Weather_TAF,Flight_category_TAF,Altitude (ft),Latitude (degrees),Longitude (degrees),Distance (km),Error_type,Koppen Climate Classification
KSAT,2024-09-13 06:00:00,METAR,18.9,26.1,10+,100000,6,80,None reported,VFR,TAF,6+,100000,9,70,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-13 00:00:00,METAR,17.8,33.3,10+,100000,3,60,None reported,VFR,TAF,6+,100000,3,80,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-12 18:00:00,METAR,20,30.6,10+,4500,5,VRB,None reported,VFR,TAF,6+,100000,5,130,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-12 12:00:00,METAR,20.6,22.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-12 06:00:00,METAR,17.2,25,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,3,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-12 00:00:00,METAR,16.1,32.8,10+,100000,6,350,None reported,VFR,TAF,6+,100000,8,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-11 18:00:00,METAR,20.6,31.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,6,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-11 12:00:00,METAR,20.6,23.9,10+,1500,10,30,None reported,MVFR,TAF,6+,1500,5,10,None reported,MVFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-11 06:00:00,METAR,18.9,26.7,10+,100000,5,40,None reported,VFR,TAF,6+,8000,5,40,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-11 00:00:00,METAR,17.2,31.1,10+,7000,8,40,None reported,VFR,TAF,6+,7000,7,50,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-10 18:00:00,METAR,17.2,31.1,10+,100000,11,20,None reported,VFR,TAF,6+,25000,13,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-10 12:00:00,METAR,11.7,21.7,10+,100000,7,10,None reported,VFR,TAF,6+,7000,6,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-10 06:00:00,METAR,8.9,24.4,10+,18000,6,30,None reported,VFR,TAF,6+,15000,6,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-10 00:00:00,METAR,13.9,30.6,10+,7000,9,40,None reported,VFR,TAF,6+,6000,10,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-09 18:00:00,METAR,12.2,27.8,10+,100000,8,50,None reported,VFR,TAF,6+,100000,13,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-09 12:00:00,METAR,10,17.8,10+,100000,8,10,None reported,VFR,TAF,6+,100000,5,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-09 06:00:00,METAR,8.9,20.6,10+,100000,5,20,None reported,VFR,TAF,6+,100000,5,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-09 00:00:00,METAR,7.8,28.3,10+,100000,12,50,None reported,VFR,TAF,6+,100000,12,50,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-08 18:00:00,METAR,11.1,27.2,10+,100000,14,10,None reported,VFR,TAF,6+,100000,12,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-08 12:00:00,METAR,13.3,20,10+,100000,6,360,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-08 06:00:00,METAR,13.3,23.3,10+,100000,6,10,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-08 00:00:00,METAR,12.2,30.6,10+,100000,12,30,None reported,VFR,TAF,6+,100000,11,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-07 18:00:00,METAR,17.8,30,10+,100000,14,30,None reported,VFR,TAF,6+,100000,15,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-07 12:00:00,METAR,18.9,22.2,10+,100000,9,350,None reported,VFR,TAF,6+,100000,11,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-07 06:00:00,METAR,19.4,25.6,10+,100000,7,30,None reported,VFR,TAF,6+,100000,8,20,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-07 00:00:00,METAR,19.4,31.7,10+,100000,7,20,None reported,VFR,TAF,6+,100000,13,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-06 18:00:00,METAR,21.1,30.6,10+,4200,13,30,None reported,VFR,TAF,6+,25000,16,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-06 12:00:00,METAR,21.7,23.9,10+,100000,10,10,None reported,VFR,TAF,6+,100000,10,10,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-06 06:00:00,METAR,22.2,24.4,10+,18000,6,350,None reported,VFR,TAF,6+,100000,8,360,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAT,2024-09-06 00:00:00,METAR,21.7,30,10+,100000,11,30,None reported,VFR,TAF,6+,25000,13,30,None reported,VFR,809,29.533694,'-98.469778,5.98,Correct - No error (0),Cfa
KSAN,2024-11-25 18:00:00,METAR,10,21.1,10+,100000,4,VRB,None reported,VFR,TAF,6+,20000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-25 12:00:00,METAR,9.4,11.7,10+,25000,0,0,None reported,VFR,TAF,6+,20000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-25 06:00:00,METAR,11.7,13.9,10+,100000,0,0,None reported,VFR,TAF,6+,25000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-25 00:00:00,METAR,13.3,16.7,10+,25000,7,310,None reported,VFR,TAF,6+,25000,7,310,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-24 18:00:00,METAR,13.9,17.2,10+,1900,6,200,None reported,MVFR,TAF,5,2000,4,VRB,BR,MVFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-24 12:00:00,METAR,13.9,15,2,400,3,100,BR,IFR,TAF,2,500,4,VRB,BR VCSH,IFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-24 06:00:00,METAR,13.3,15,2.5,1400,3,70,'-RA BR,MVFR,TAF,6,1500,3,VRB,BR VCSH,MVFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-24 00:00:00,METAR,11.7,16.7,10+,100000,8,300,None reported,VFR,TAF,6+,20000,10,300,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-23 18:00:00,METAR,11.1,17.8,10+,100000,4,VRB,None reported,VFR,TAF,6+,2200,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,10.46,False Alarm - Type I (1) error,Csb
KSAN,2024-11-23 12:00:00,METAR,7.8,9.4,6,100000,0,0,BR,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-23 06:00:00,METAR,9.4,11.1,8,100000,0,0,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-23 00:00:00,METAR,12.2,17.8,10+,100000,6,300,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-22 18:00:00,METAR,11.1,16.7,10+,100000,4,VRB,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-22 12:00:00,METAR,2.8,6.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-22 06:00:00,METAR,7.8,11.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-22 00:00:00,METAR,9.4,18.3,10+,100000,6,310,None reported,VFR,TAF,6+,100000,9,300,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-21 18:00:00,METAR,4.4,18.3,10+,100000,7,320,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-21 12:00:00,METAR,1.7,8.9,10+,25000,0,0,None reported,VFR,TAF,6+,25000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-21 06:00:00,METAR,5,12.2,10+,100000,3,320,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-21 00:00:00,METAR,2.2,21.7,10+,100000,5,310,None reported,VFR,TAF,6+,100000,8,310,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-20 18:00:00,METAR,1.7,18.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-20 12:00:00,METAR,3.3,8.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-20 06:00:00,METAR,7.8,11.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-20 00:00:00,METAR,11.1,17.2,10+,100000,9,320,None reported,VFR,TAF,6+,100000,11,310,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-19 18:00:00,METAR,9.4,18.3,10+,25000,5,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-19 12:00:00,METAR,8.3,12.2,10+,100000,3,80,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-19 06:00:00,METAR,10.6,14.4,10+,100000,4,90,None reported,VFR,TAF,6+,3000,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,10.46,False Alarm - Type I (1) error,Csb
KSAN,2024-11-19 00:00:00,METAR,12.2,17.2,10+,100000,8,210,None reported,VFR,TAF,6+,100000,10,190,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-18 18:00:00,METAR,8.9,17.2,10+,3000,7,150,None reported,MVFR,TAF,6+,100000,10,180,None reported,VFR,17,32.733556,'-117.189667,10.46,Fail to Detect - Type II (2) error,Csb
KSAN,2024-11-18 12:00:00,METAR,2.8,12.2,10+,100000,5,130,None reported,VFR,TAF,6+,100000,6,120,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-18 06:00:00,METAR,8.3,13.9,10+,100000,4,160,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-18 00:00:00,METAR,8.9,17.2,10+,100000,6,300,None reported,VFR,TAF,6+,100000,8,290,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-17 18:00:00,METAR,6.1,16.7,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-17 12:00:00,METAR,3.3,8.3,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-17 06:00:00,METAR,5,11.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-17 00:00:00,METAR,6.7,16.7,10+,100000,10,310,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-16 18:00:00,METAR,8.3,16.7,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-16 12:00:00,METAR,7.8,11.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-16 06:00:00,METAR,7.8,15,10+,4000,6,250,None reported,VFR,TAF,6+,3500,8,280,VCSH,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-16 00:00:00,METAR,6.7,16.1,10+,4800,11,290,None reported,VFR,TAF,6+,3500,12,290,VCSH,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-15 18:00:00,METAR,8.9,17.8,10+,4100,15,290,None reported,VFR,TAF,6+,3500,12,290,VCSH,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-15 12:00:00,METAR,9.4,16.1,10+,100000,9,260,None reported,VFR,TAF,6+,4000,9,250,VCSH,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-15 06:00:00,METAR,10.6,16.1,10+,2900,7,280,None reported,MVFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Fail to Detect - Type II (2) error,Csb
KSAN,2024-11-15 00:00:00,METAR,14.4,18.3,10+,100000,6,290,None reported,VFR,TAF,6+,100000,8,280,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-14 18:00:00,METAR,10,20,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-14 12:00:00,METAR,1.1,9.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-14 06:00:00,METAR,3.9,12.8,10+,100000,3,310,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-14 00:00:00,METAR,6.7,21.1,10+,100000,9,310,None reported,VFR,TAF,6+,100000,8,310,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-13 18:00:00,METAR,1.1,24.4,10+,100000,6,50,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-13 12:00:00,METAR,6.7,10.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-13 06:00:00,METAR,10,14.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-13 00:00:00,METAR,12.2,18.3,10+,100000,7,300,None reported,VFR,TAF,6+,100000,9,310,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-12 18:00:00,METAR,12.8,18.9,10+,25000,4,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-11-12 12:00:00,METAR,12.8,16.7,10+,1500,3,150,None reported,MVFR,TAF,6+,3500,3,VRB,None reported,VFR,17,32.733556,'-117.189667,10.46,Fail to Detect - Type II (2) error,Csb
KSAN,2024-11-12 06:00:00,METAR,12.2,15,9,100000,3,340,None reported,VFR,TAF,6+,1500,5,290,None reported,MVFR,17,32.733556,'-117.189667,10.46,False Alarm - Type I (1) error,Csb
KSAN,2024-11-12 00:00:00,METAR,12.8,18.9,10+,100000,6,310,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,10.46,Correct - No error (0),Csb
KSAN,2024-10-19 18:00:00,METAR,5,22.8,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-19 12:00:00,METAR,10.6,14.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-19 06:00:00,METAR,10.6,16.1,10+,100000,3,50,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-19 00:00:00,METAR,14.4,21.1,10+,100000,8,300,None reported,VFR,TAF,6+,100000,10,290,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-18 18:00:00,METAR,12.8,20.6,10+,100000,6,230,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-18 12:00:00,METAR,12.2,17.8,10+,100000,7,220,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-18 06:00:00,METAR,15,19.4,10+,2600,4,VRB,None reported,MVFR,TAF,6+,2500,11,250,VCSH,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-18 00:00:00,METAR,15.6,21.1,10+,2600,6,280,None reported,MVFR,TAF,6+,3500,9,220,None reported,VFR,17,32.733556,'-117.189667,5.24,Fail to Detect - Type II (2) error,Csb
KSAN,2024-10-17 18:00:00,METAR,15,21.7,8,4200,5,190,None reported,VFR,TAF,6+,3500,9,220,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-17 12:00:00,METAR,13.9,18.9,10+,3300,5,210,None reported,VFR,TAF,6+,3000,3,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,False Alarm - Type I (1) error,Csb
KSAN,2024-10-17 06:00:00,METAR,13.9,19.4,10+,2400,3,140,None reported,MVFR,TAF,6+,2200,5,230,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-17 00:00:00,METAR,14.4,19.4,10+,2200,4,210,None reported,MVFR,TAF,6+,2000,6,220,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-16 18:00:00,METAR,13.9,19.4,9,1800,4,180,None reported,MVFR,TAF,6+,2200,8,220,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-16 12:00:00,METAR,13.9,18.9,10+,1700,3,240,None reported,MVFR,TAF,6+,1800,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-16 06:00:00,METAR,14.4,19.4,10+,2000,5,220,None reported,MVFR,TAF,6+,1800,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-16 00:00:00,METAR,14.4,20.6,10+,2100,7,250,None reported,MVFR,TAF,6+,2200,7,270,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-15 18:00:00,METAR,14.4,19.4,10+,1900,0,0,None reported,MVFR,TAF,6+,2200,6,200,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-15 12:00:00,METAR,13.9,18.9,10+,1800,0,0,None reported,MVFR,TAF,6+,1800,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-15 06:00:00,METAR,14.4,19.4,10+,1800,4,230,None reported,MVFR,TAF,6+,1800,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-15 00:00:00,METAR,15.6,20.6,10+,2500,8,240,None reported,MVFR,TAF,6+,100000,9,200,None reported,VFR,17,32.733556,'-117.189667,5.24,Fail to Detect - Type II (2) error,Csb
KSAN,2024-10-14 18:00:00,METAR,14.4,21.1,10+,2700,7,200,None reported,MVFR,TAF,6+,2500,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-14 12:00:00,METAR,13.3,18.3,10+,1600,0,0,None reported,MVFR,TAF,6+,1500,3,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-14 06:00:00,METAR,15,18.3,10+,1400,3,350,None reported,MVFR,TAF,6+,1500,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-14 00:00:00,METAR,14.4,21.1,10+,100000,7,290,None reported,VFR,TAF,6+,100000,9,280,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-13 18:00:00,METAR,13.9,19.4,10+,100000,7,210,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-13 12:00:00,METAR,13.3,16.7,10+,1100,4,260,None reported,MVFR,TAF,6+,1100,4,VRB,None reported,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-13 06:00:00,METAR,16.1,18.3,10+,1000,3,310,None reported,MVFR,TAF,6,800,4,VRB,BR,IFR,17,32.733556,'-117.189667,5.24,False Alarm - Type I (1) error,Csb
KSAN,2024-10-13 00:00:00,METAR,16.7,21.1,10+,100000,9,300,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-12 18:00:00,METAR,15,20.6,8,100000,5,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-12 11:58:00,METAR,15,16.1,1,300,0,0,BR,IFR,TAF,0.75,300,4,VRB,BR,LIFR,17,32.733556,'-117.189667,5.24,False Alarm - Type I (1) error,Csb
KSAN,2024-10-12 06:00:00,METAR,15,16.1,4,100000,4,310,BR,MVFR,TAF,4,100000,4,VRB,BR,MVFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-12 00:00:00,METAR,16.1,20.6,7,100000,7,300,None reported,VFR,TAF,6+,100000,7,300,None reported,VFR,17,32.733556,'-117.189667,5.24,Correct - No error (0),Csb
KSAN,2024-10-11 18:00:00,METAR,15,20.6,10+,100000,6,300,None reported,VFR,TAF,6+,100000,4,310,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-11 12:00:00,METAR,16.1,17.2,0.75,200,4,10,BR,LIFR,TAF,0.75,200,4,VRB,BR,LIFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-11 06:00:00,METAR,16.1,17.8,6,100000,4,340,BR,VFR,TAF,6+,100000,4,VRB,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-11 00:00:00,METAR,16.1,22.8,10+,100000,6,310,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-10 18:00:00,METAR,15.6,20.6,8,100000,5,310,None reported,VFR,TAF,6,100000,3,VRB,HZ,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-10 12:00:00,METAR,15,17.8,7,900,0,0,None reported,IFR,TAF,6,900,3,VRB,BR,IFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-10 06:00:00,METAR,15,17.8,10+,900,7,280,None reported,IFR,TAF,6,1000,4,VRB,BR,MVFR,17,32.733556,'-117.189667,6.56,Fail to Detect - Type II (2) error,Csb
KSAN,2024-10-10 00:00:00,METAR,15.6,20,10+,100000,5,300,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-09 18:00:00,METAR,15.6,20,7,100000,8,290,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-09 12:00:00,METAR,15.6,17.2,4,400,0,0,BR,MVFR,TAF,5,400,3,VRB,BR,MVFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
KSAN,2024-10-09 06:00:00,METAR,16.1,17.8,10+,500,3,300,None reported,IFR,TAF,3,400,4,VRB,BR,MVFR,17,32.733556,'-117.189667,6.56,Fail to Detect - Type II (2) error,Csb
KSAN,2024-10-09 00:00:00,METAR,16.1,20,7,100000,8,310,None reported,VFR,TAF,6+,100000,9,290,None reported,VFR,17,32.733556,'-117.189667,6.56,Correct - No error (0),Csb
